name,gender,stream,10th_percentage,12th_percentage,numerical_ability,verbal_reasoning,logical_thinking,spatial_awareness,problem_solving,openness,conscientiousness,extraversion,agreeableness,neuroticism,career_1,career_1_score,career_1_courses,career_2,career_2_score,career_3,career_3_score
Tristan Chakraborty,Female,Commerce,86,74,50,37,57,89,90,2.12,2.88,3.17,3.11,2.69,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Umang Chhabra,Male,Science(PCM),89,70,100,85,62,93,98,1.95,3.14,2.29,2.22,2.28,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Vivaan Prabhu,Female,Humanities/Arts,77,78,46,84,43,97,94,2.04,2.52,2.21,3.41,2.42,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9964,Historian,0.9964
Falguni Nagi,Female,Commerce,98,98,51,36,31,43,69,3.35,2.63,2.05,2.39,2.3,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Yamini Ganesh,Female,Science(PCM),86,76,96,99,100,59,31,2.59,2.13,3.02,2.03,3.17,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9805,Automobile Engineer,0.9805
Nicholas Dora,Female,Commerce,79,65,100,61,92,35,39,2.13,2.37,2.82,1.93,2.29,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9803,Economist,0.9803
Watika Rajagopal,Female,Humanities/Arts,93,62,90,96,45,44,95,2.4,3.34,2.58,3.35,3.08,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9303,Historian,0.9303
Logan Boase,Female,Science(PCB),66,79,76,52,50,67,87,2.37,1.94,2.67,2.51,2.77,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Pratyush Edwin,Male,Humanities/Arts,68,63,67,64,62,94,44,2.31,2.76,2.75,2.58,2.67,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Mugdha Kala,Female,Science(PCM),78,82,100,100,73,44,56,2.36,2.49,2.87,2.97,2.27,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9808,Automobile Engineer,0.9808
Lakshmi Iyer,Male,Science(PCB),64,66,73,82,91,70,77,2.91,2.01,2.24,2.15,2.84,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Akshay Chaudhary,Female,Science(PCM),63,83,56,66,54,100,77,2.86,2.03,3.2,2.68,1.96,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.955,Automobile Engineer,0.955
Benjamin Pillai,Female,Humanities/Arts,95,86,92,89,86,96,31,2.66,2.97,2.49,3.49,2.18,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9548,Historian,0.9548
Bhanumati Halder,Female,Science(PCB),68,73,80,50,78,85,89,2.59,2.19,2.14,3.22,3.15,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Ranveer Shankar,Female,Commerce,74,80,66,61,30,78,33,2.26,2.24,2.16,3.38,2.68,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Aayush Amble,Female,Commerce,71,62,100,64,88,37,100,2.2,2.16,2.67,2.56,3.08,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9832,Economist,0.9832
Manbir Bobal,Female,Science(PCB),86,74,71,47,61,63,80,2.61,2.42,2.91,2.19,2.14,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Hemang Khalsa,Female,Commerce,65,86,100,61,75,77,72,2.12,1.93,2.31,2.78,3.41,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Yoshita Bhatt,Female,Science(PCB),92,72,74,46,65,79,72,2.44,2.56,3.48,2.94,2.47,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Om Shan,Female,Commerce,74,81,96,33,91,76,89,2.53,2.99,2.34,3.13,1.96,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9587,Economist,0.9587
Triya Dara,Female,Commerce,78,66,80,53,37,52,81,3.2,2.77,2.0,2.66,2.97,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Jasmit Rajagopal,Female,Science(PCM),64,84,80,94,67,80,70,2.8,2.78,2.89,1.91,2.17,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9476,Automobile Engineer,0.9476
Arin Thakkar,Male,Science(PCM),70,96,83,92,54,70,99,2.27,3.33,2.24,2.52,2.82,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9379,Automobile Engineer,0.9379
Daksh Saraf,Male,Humanities/Arts,92,84,93,52,30,100,67,2.59,4.23,2.59,4.01,2.9,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9497,Historian,0.9497
Xavier Comar,Male,Humanities/Arts,66,80,54,67,87,30,33,2.04,3.05,2.38,2.1,2.77,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Janani Ratti,Female,Science(PCM),89,84,55,32,76,42,82,2.09,2.7,2.89,1.95,2.62,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9867,Automobile Engineer,0.9867
Vrishti Kala,Male,Science(PCM),83,94,46,70,42,67,59,2.93,2.65,3.36,1.99,2.78,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9947,Automobile Engineer,0.9947
Nachiket Chauhan,Female,Humanities/Arts,68,94,40,78,86,77,51,2.93,2.82,2.62,2.16,2.3,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9899,Historian,0.9899
Rohan Wagle,Male,Humanities/Arts,77,90,66,75,63,43,49,2.53,2.62,2.11,2.53,2.63,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Geetika Garde,Female,Science(PCB),90,80,48,55,90,31,60,2.75,2.93,2.09,3.15,2.15,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Mugdha Goda,Male,Science(PCM),97,64,90,37,86,46,43,2.47,3.0,2.38,2.08,3.34,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Pooja Mangat,Male,Commerce,90,67,58,69,43,42,70,3.19,2.06,2.61,1.98,3.19,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Xavier Barad,Female,Humanities/Arts,83,90,57,100,48,64,38,2.09,3.31,3.35,2.78,3.49,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9394,Historian,0.9394
Sanaya Dash,Female,Commerce,89,97,95,41,82,79,34,2.36,2.32,2.4,2.5,3.43,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Zayan Rout,Female,Science(PCB),89,79,57,100,31,83,75,3.44,3.07,2.38,2.32,2.55,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Jasmit Chad,Male,Science(PCM),87,92,78,82,56,57,39,3.22,3.2,1.91,2.48,2.31,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9071,Automobile Engineer,0.9071
Yoshita Rege,Male,Humanities/Arts,78,84,87,60,72,66,71,2.4,2.15,3.38,3.45,2.18,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9432,Historian,0.9432
Nidra Chaudhary,Male,Science(PCB),67,85,73,99,72,74,78,3.27,2.2,2.66,3.34,2.89,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9393,Geneticist,0.9393
Vyanjana Buch,Female,Science(PCM),79,74,100,62,49,99,98,1.93,3.3,3.05,2.11,2.98,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Isaac Dass,Male,Humanities/Arts,97,89,59,75,68,53,42,2.04,2.87,2.82,2.93,2.22,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9752,Historian,0.9752
Champak Ravel,Male,Science(PCB),89,66,71,81,42,71,99,3.46,3.39,2.3,2.5,3.13,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Hardik Srinivas,Male,Humanities/Arts,72,76,77,98,59,79,77,1.98,3.22,2.28,2.41,2.04,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9714,Historian,0.9714
Ishanvi Khare,Male,Commerce,89,75,69,46,77,58,52,3.25,3.31,3.37,3.42,2.48,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9774,Economist,0.9774
Dev Kata,Female,Commerce,60,73,100,66,41,81,51,2.19,4.06,2.99,3.15,1.66,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9061,Economist,0.9061
Bhavya Nagi,Female,Commerce,98,89,97,63,59,96,59,3.07,3.3,3.4,2.0,2.29,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Amol Vala,Male,Humanities/Arts,72,72,48,70,38,92,60,2.37,2.95,2.8,2.89,3.28,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Shaurya Pal,Male,Humanities/Arts,90,76,78,96,93,47,48,3.16,2.1,2.21,2.44,2.12,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9656,Historian,0.9656
Unnati Gola,Male,Humanities/Arts,81,83,56,96,86,48,76,1.98,3.49,2.57,2.24,2.0,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9332,Historian,0.9332
Lajita Bahl,Male,Humanities/Arts,69,83,73,47,75,65,62,2.04,3.3,2.11,2.42,3.15,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Thomas Choudhury,Female,Commerce,79,95,51,77,73,53,35,2.44,3.36,2.64,3.26,2.29,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9682,Economist,0.9682
Jagvi Basak,Female,Humanities/Arts,97,67,100,91,43,59,57,3.05,2.4,2.14,3.37,2.99,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9692,Historian,0.9692
Mugdha Rege,Male,Commerce,74,83,83,37,91,53,32,2.76,3.48,2.0,2.98,2.05,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9363,Economist,0.9363
Girik Chakraborty,Male,Science(PCB),88,95,89,80,90,80,100,2.09,3.06,2.28,2.96,3.18,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9371,Geneticist,0.9371
Leena Lanka,Female,Science(PCB),87,93,60,100,63,35,61,1.98,3.22,2.1,2.92,3.06,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9377,Geneticist,0.9377
Kashish Jain,Male,Commerce,82,93,100,65,48,67,91,2.67,2.73,2.77,3.3,2.11,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.978,Economist,0.978
Bhavna Kaur,Female,Science(PCM),74,81,100,46,43,70,46,1.92,3.24,2.96,3.09,2.79,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.968,Automobile Engineer,0.968
Anusha Mukherjee,Female,Science(PCM),71,82,87,87,48,45,67,3.01,2.67,3.16,3.17,2.28,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9602,Automobile Engineer,0.9602
Vinaya Chanda,Male,Humanities/Arts,78,87,88,100,70,31,65,1.93,2.6,2.97,2.13,2.63,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9821,Historian,0.9821
Elijah Mody,Male,Humanities/Arts,67,63,59,62,41,47,67,2.88,2.17,3.27,2.72,3.15,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9852,Historian,0.9852
Nathaniel Hayer,Female,Science(PCB),92,65,43,84,76,31,35,2.96,3.47,3.29,2.04,2.98,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Vamakshi Viswanathan,Female,Science(PCB),77,83,77,67,31,83,100,2.8,2.23,2.28,2.65,2.53,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Odika Bhargava,Female,Humanities/Arts,68,67,90,71,72,30,93,2.03,2.19,2.9,2.02,3.5,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Ekalinga Barman,Female,Humanities/Arts,93,95,94,100,63,38,45,2.55,3.29,2.46,3.4,2.93,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9361,Historian,0.9361
Karan Som,Female,Science(PCM),91,62,85,33,53,67,53,3.32,2.96,3.31,3.2,3.12,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Krish Dey,Female,Science(PCB),68,80,85,69,37,75,48,2.35,4.14,3.16,4.09,2.18,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Baghyawati Chaudhry,Female,Commerce,90,61,70,46,45,49,41,3.36,3.36,2.59,2.35,2.0,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9845,Economist,0.9845
Aayush Basak,Male,Science(PCB),89,81,81,64,55,62,54,3.4,2.96,3.38,3.23,2.91,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Mekhala Wason,Male,Science(PCB),75,77,44,63,84,65,67,2.24,3.38,2.5,3.43,3.44,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Devika Panchal,Male,Science(PCM),97,73,94,47,73,47,50,2.1,2.67,2.53,3.43,1.91,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Aashi Manda,Male,Science(PCB),74,90,35,97,92,73,88,3.47,2.52,2.05,3.05,2.13,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.951,Geneticist,0.951
Noah Mani,Female,Commerce,71,61,51,81,43,68,87,2.29,4.09,2.95,3.12,2.02,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9199,Economist,0.9199
Elijah Rastogi,Female,Science(PCM),63,90,72,31,100,65,70,3.5,4.03,3.07,2.5,2.15,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.8459,Automobile Engineer,0.8459
Vrishti Chandra,Female,Humanities/Arts,93,63,100,100,42,82,94,3.14,2.32,2.8,3.36,1.99,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9214,Historian,0.9214
Baghyawati Ray,Male,Commerce,73,85,58,39,90,35,76,2.14,2.16,3.34,3.39,2.83,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9873,Economist,0.9873
Xavier Bera,Male,Science(PCB),87,76,64,98,93,35,100,2.8,2.29,2.88,3.36,2.29,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Anya Vala,Female,Science(PCM),68,90,90,54,80,100,63,2.0,3.3,3.49,2.39,2.96,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9401,Automobile Engineer,0.9401
Tara Soni,Male,Commerce,78,90,46,90,49,84,44,1.96,2.02,3.12,2.47,2.98,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Saksham Bhatt,Female,Science(PCB),77,85,62,87,94,79,100,2.24,3.94,3.2,3.89,2.05,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.8357,Geneticist,0.8357
Owen Yadav,Female,Science(PCB),73,68,50,83,32,36,31,2.21,2.0,2.48,2.5,2.9,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Nandini Vyas,Female,Humanities/Arts,64,97,58,57,83,90,61,3.16,2.33,2.47,1.95,3.1,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Harita Kurian,Male,Science(PCB),88,72,35,83,58,99,65,2.69,1.94,2.01,2.14,2.99,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Tripti Narasimhan,Male,Commerce,65,61,85,66,96,63,49,3.43,2.49,2.24,3.31,2.72,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Chandani Bhatti,Female,Science(PCM),89,68,46,83,88,88,57,2.45,1.94,3.19,2.33,2.63,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Maanas Lall,Male,Science(PCB),76,65,56,91,46,75,59,2.01,2.06,2.23,2.65,3.05,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Kashvi Majumdar,Male,Science(PCB),90,77,87,99,79,38,97,2.91,3.3,2.94,3.24,3.17,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Mekhala Konda,Male,Science(PCM),93,66,84,47,62,65,72,2.18,2.59,2.8,3.37,2.08,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Rajeshri Shan,Male,Science(PCM),79,95,70,85,100,100,41,3.32,3.41,3.45,2.78,2.53,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9031,Automobile Engineer,0.9031
Samar Agrawal,Female,Science(PCB),91,92,93,95,81,85,85,2.82,2.68,3.39,1.96,2.29,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9534,Geneticist,0.9534
Dalaja Chakraborty,Female,Science(PCM),94,83,72,36,85,93,35,3.17,2.04,3.19,2.43,3.15,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9585,Automobile Engineer,0.9585
Agastya Singhal,Male,Science(PCB),70,73,46,73,88,99,47,3.28,2.47,2.61,2.43,2.52,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Zaitra Loke,Male,Commerce,65,67,100,100,74,37,95,3.12,2.85,2.72,3.18,2.28,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9496,Economist,0.9496
Lucky Sabharwal,Female,Science(PCB),86,94,41,71,40,60,30,3.3,2.24,3.4,2.29,2.23,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Kalpit Goswami,Male,Humanities/Arts,87,82,78,81,67,51,76,2.05,3.04,3.26,2.74,2.1,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9331,Historian,0.9331
Jagat Bose,Female,Science(PCB),62,82,32,87,69,76,95,2.83,2.92,3.06,2.75,2.82,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Daniel Lad,Male,Humanities/Arts,64,63,41,45,39,42,75,2.17,2.45,1.97,2.38,2.0,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Farhan Balakrishnan,Female,Science(PCM),90,74,100,74,58,100,71,2.98,2.77,2.25,3.03,3.5,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Oscar Iyengar,Male,Commerce,75,68,83,47,61,73,75,3.45,2.66,2.45,2.17,3.42,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Bimala Pandit,Male,Humanities/Arts,61,84,93,60,64,76,94,2.58,3.02,2.22,2.29,2.77,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Pavani Chahal,Female,Humanities/Arts,69,88,51,98,70,75,54,3.32,3.47,3.05,3.28,3.18,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.8786,Historian,0.8786
Megha Tak,Male,Science(PCM),83,87,57,37,100,68,90,2.36,2.16,2.99,2.96,2.14,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9578,Automobile Engineer,0.9578
Zinal Cherian,Male,Humanities/Arts,93,67,63,71,64,56,85,3.28,2.37,3.15,3.16,2.6,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9318,Historian,0.9318
Utkarsh Rajan,Female,Humanities/Arts,95,73,93,84,99,80,68,2.86,2.35,2.74,2.09,2.14,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9823,Historian,0.9823
Harish Desai,Female,Humanities/Arts,89,95,39,47,39,83,91,3.17,2.96,2.43,2.01,3.4,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Ansh Bandi,Female,Science(PCM),72,95,81,57,91,100,68,2.68,1.97,3.31,2.07,2.56,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9661,Automobile Engineer,0.9661
Michael Kanda,Male,Science(PCM),67,73,77,85,97,97,45,2.48,3.49,2.74,3.33,2.34,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Yamini Borde,Female,Science(PCB),70,89,68,58,89,35,62,2.01,3.19,3.26,2.17,3.21,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9529,Geneticist,0.9529
Raksha Varty,Male,Humanities/Arts,88,60,63,61,100,48,34,2.66,2.67,2.1,2.12,2.61,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Tanvi Soni,Female,Humanities/Arts,89,92,98,70,90,45,75,3.32,2.23,2.96,2.25,2.89,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9639,Historian,0.9639
Nathan Acharya,Male,Humanities/Arts,73,88,44,100,65,49,90,3.05,2.57,2.18,2.39,3.32,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9784,Historian,0.9784
Ikshita Deep,Female,Science(PCB),80,93,41,88,32,70,55,2.72,3.82,3.54,3.99,3.23,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.8399,Geneticist,0.8399
Raghav Amble,Male,Humanities/Arts,78,92,100,58,55,96,34,2.64,2.01,3.46,3.16,2.41,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.991,Historian,0.991
Avi Varughese,Male,Commerce,72,60,88,82,56,34,31,3.34,3.0,3.06,2.58,2.14,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9781,Economist,0.9781
Tanveer Narula,Female,Humanities/Arts,63,82,90,100,35,70,56,2.4,2.4,2.96,2.04,2.1,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9991,Historian,0.9991
Nihal Bose,Female,Science(PCB),93,74,70,49,30,70,76,3.03,2.86,1.97,3.36,2.33,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Bhavna Gola,Male,Science(PCB),85,93,100,95,89,97,42,3.25,3.04,3.45,2.76,2.87,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9441,Geneticist,0.9441
William Borde,Female,Commerce,96,70,73,35,68,53,59,2.04,3.03,3.45,3.26,3.4,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9669,Economist,0.9669
Varsha Palla,Male,Science(PCB),82,69,60,92,48,66,55,3.41,2.01,2.48,2.08,2.74,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Anvi Parmer,Male,Commerce,88,69,56,51,59,80,79,2.07,3.26,3.3,2.09,2.6,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Mason Vaidya,Female,Commerce,67,81,64,93,86,61,38,2.97,2.1,2.61,3.09,2.57,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Krishna Gala,Female,Commerce,75,83,50,52,68,97,58,3.4,2.63,3.44,3.07,3.39,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Vinaya Keer,Male,Science(PCB),60,89,93,60,82,78,80,2.91,2.59,2.23,2.67,3.12,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9929,Geneticist,0.9929
Girik Tandon,Female,Commerce,84,70,61,59,86,58,56,2.52,1.94,1.97,2.96,2.1,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Abhiram Bumb,Female,Science(PCB),77,78,48,100,67,82,58,3.21,2.76,2.56,2.49,2.35,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Rachita Mody,Male,Commerce,63,89,60,35,78,72,31,2.91,2.33,3.36,2.14,2.18,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Zaid Mandal,Male,Humanities/Arts,85,73,96,100,64,44,36,2.06,2.77,2.61,2.33,2.56,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Vasatika Om,Female,Science(PCB),77,69,65,55,69,73,98,1.94,3.32,2.36,3.35,2.0,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Siddharth Tak,Male,Science(PCM),75,60,100,70,52,82,58,2.08,2.75,2.8,1.96,2.16,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Ekbal Cherian,Male,Science(PCM),82,88,46,54,86,71,66,1.92,2.4,2.74,2.67,2.06,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.973,Automobile Engineer,0.973
Gaurang Dani,Female,Humanities/Arts,80,85,33,100,68,56,93,2.77,2.93,3.09,3.36,2.31,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.8975,Historian,0.8975
Sarthak Chada,Female,Science(PCB),93,86,74,85,90,55,100,3.46,2.63,2.63,3.4,2.19,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9263,Geneticist,0.9263
Ishwar Kothari,Female,Science(PCB),76,61,48,78,78,93,76,2.74,3.31,3.08,3.17,3.48,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Anjali Muni,Male,Commerce,61,90,73,74,44,68,55,3.29,2.03,3.42,2.26,2.2,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Lakshit Bhagat,Male,Commerce,80,94,75,79,83,65,60,3.41,2.56,2.46,2.63,2.02,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Pranav Rajagopalan,Male,Humanities/Arts,89,90,42,67,43,74,84,2.57,2.64,2.04,2.25,2.86,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Panini Goda,Female,Science(PCM),93,93,92,51,100,98,80,2.74,2.52,2.18,3.14,3.34,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9373,Automobile Engineer,0.9373
